<1556798499> DEBUG: msg: VkClient: sent request: https://api.vk.com/method/groups.getLongPollServer?v=5.90&access_token=d378d1136fb1ec1e8ec80b516656adbf536a3512e74a22d9c106f42389cdb8b654ab109fa286a8393f5c4
<1556799879> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799879> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799879> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799880> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799880> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799880> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799880> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799880> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799880> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799880> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799880> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799881> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799881> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799881> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799881> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799881> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799881> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799881> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799881> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799881> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799881> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799882> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799882> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799882> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799882> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799882> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799882> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799882> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799882> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799883> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799883> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799883> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799883> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799883> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799883> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799883> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799883> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799884> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799884> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799886> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799886> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799887> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799887> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799887> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799887> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799887> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799887> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799888> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799888> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799888> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799888> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799888> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799888> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799888> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799888> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799888> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799888> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799889> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799889> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799889> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799889> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799889> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799889> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799889> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799889> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799890> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799890> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799890> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799890> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799890> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799890> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799890> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799890> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799890> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799890> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799891> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799891> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799892> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799892> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799892> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[{"type":"message_new","object":{"date":1556799892,"from_id":406622200,"id":0,"out":0,"peer_id":2000000001,"text":"это когда бота приглашают","conversation_message_id":1782,"fwd_messages":[],"important":false,"random_id":0,"attachments":[],"is_hidden":false},"group_id":180945331}]}

<1556799892> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799893> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799893> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799893> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799893> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799893> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799893> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799893> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799893> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799893> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799893> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799894> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799894> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799894> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799894> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799894> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799894> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799894> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799894> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799895> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799895> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799895> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799895> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799896> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799896> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799896> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799896> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799896> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799896> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799897> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799897> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799897> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799897> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799897> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799897> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799898> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799898> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799898> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799898> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799899> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799899> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799899> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799899> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799899> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799899> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799899> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799899> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799899> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799899> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799900> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799900> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799900> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799900> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799900> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799900> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799900> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799900> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799900> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799900> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799901> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799901> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799901> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799901> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799901> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799901> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799902> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799902> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799902> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799902> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799902> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799902> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799903> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799903> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799903> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799903> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799903> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799903> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799904> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799904> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799904> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799904> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799904> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799904> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799904> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799904> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799905> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799905> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799905> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799905> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799905> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799905> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799905> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799905> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799906> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799906> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799906> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799906> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
<1556799906> DEBUG: msg: VkClient: got response: {"ts":"4446","updates":[]}

<1556799906> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4446
